"session_id","session_date_time","mentor_id","mentee_id","session_status","mentor_domain_id","user_id"
191,2021-08-10 00:00:00.000,3724,911,canceled,1,
192,2021-08-11 00:00:00.000,2842,3207,canceled,2,
194,2021-08-11 00:00:00.000,985,386,finished,2,
196,2021-08-12 00:00:00.000,2480,3844,finished,1,
199,2021-08-14 00:00:00.000,4320,935,finished,7,
200,2021-08-14 00:00:00.000,1483,4398,finished,3,
202,2021-08-15 00:00:00.000,3941,4052,finished,4,
203,2021-08-15 00:00:00.000,3227,2923,finished,6,
208,2021-08-17 00:00:00.000,985,1125,finished,2,
209,2021-08-17 00:00:00.000,1544,1846,finished,4,
211,2021-08-18 00:00:00.000,3787,4498,finished,1,
213,2021-08-18 00:00:00.000,3958,958,finished,1,
214,2021-08-19 00:00:00.000,802,4286,finished,1,
216,2021-08-19 00:00:00.000,1759,588,finished,6,
218,2021-08-19 00:00:00.000,2195,213,finished,6,
219,2021-08-20 00:00:00.000,1001,1297,finished,6,
220,2021-08-20 00:00:00.000,1037,4153,finished,2,
222,2021-08-21 00:00:00.000,4711,2695,finished,7,
223,2021-08-22 00:00:00.000,4095,947,finished,4,
224,2021-08-22 00:00:00.000,3493,1879,finished,3,
225,2021-08-22 00:00:00.000,645,3501,finished,2,
226,2021-08-22 00:00:00.000,977,3939,finished,5,
228,2021-08-23 00:00:00.000,3407,1006,canceled,6,
230,2021-08-23 00:00:00.000,3588,4769,finished,2,
231,2021-08-24 00:00:00.000,4608,2510,finished,1,
232,2021-08-24 00:00:00.000,3748,2611,finished,4,
233,2021-08-24 00:00:00.000,4546,3703,canceled,6,
234,2021-08-25 00:00:00.000,4320,60,finished,7,
237,2021-08-26 00:00:00.000,1759,620,finished,6,
239,2021-08-27 00:00:00.000,4812,911,finished,2,
243,2021-08-28 00:00:00.000,4595,620,canceled,1,
245,2021-08-28 00:00:00.000,802,974,finished,1,
247,2021-08-29 00:00:00.000,2105,3982,finished,7,
248,2021-08-30 00:00:00.000,742,1424,canceled,5,
249,2021-08-30 00:00:00.000,2532,1877,finished,2,
250,2021-08-30 00:00:00.000,319,545,finished,5,
252,2021-08-30 00:00:00.000,4673,80,finished,1,
254,2021-08-31 00:00:00.000,3530,4457,finished,4,
255,2021-08-31 00:00:00.000,4576,4748,finished,2,
256,2021-08-31 00:00:00.000,2447,4032,finished,2,
258,2021-09-01 00:00:00.000,4203,1436,finished,1,
259,2021-09-01 00:00:00.000,4739,4526,canceled,1,
260,2021-09-01 00:00:00.000,3714,1777,finished,7,
261,2021-09-02 00:00:00.000,2747,1,finished,5,
262,2021-09-02 00:00:00.000,4101,1465,finished,1,
263,2021-09-02 00:00:00.000,75,1476,finished,5,
265,2021-09-03 00:00:00.000,2892,1771,finished,7,
267,2021-09-03 00:00:00.000,1449,3384,finished,7,
269,2021-09-03 00:00:00.000,4344,3022,finished,1,
273,2021-09-04 00:00:00.000,4896,1787,finished,6,
274,2021-09-04 00:00:00.000,1431,1907,finished,6,
275,2021-09-04 00:00:00.000,1261,3003,finished,3,
277,2021-09-05 00:00:00.000,774,429,finished,7,
278,2021-09-06 00:00:00.000,3588,4599,finished,2,
279,2021-09-07 00:00:00.000,645,4390,finished,2,
280,2021-09-07 00:00:00.000,1266,673,finished,3,
282,2021-09-08 00:00:00.000,748,3766,canceled,7,
283,2021-09-08 00:00:00.000,2961,265,finished,3,
284,2021-09-08 00:00:00.000,4608,74,finished,1,
285,2021-09-08 00:00:00.000,3040,4577,finished,5,
286,2021-09-08 00:00:00.000,1172,1191,finished,7,
287,2021-09-08 00:00:00.000,3363,1216,finished,1,
288,2021-09-08 00:00:00.000,2137,3561,finished,2,
289,2021-09-08 00:00:00.000,1932,932,finished,3,
290,2021-09-08 00:00:00.000,3686,4708,finished,2,
291,2021-09-08 00:00:00.000,4811,1088,finished,2,
292,2021-09-09 00:00:00.000,912,4925,finished,5,
293,2021-09-09 00:00:00.000,3143,2762,finished,1,
294,2021-09-10 00:00:00.000,1544,4982,finished,4,
300,2021-09-11 00:00:00.000,608,4972,finished,2,
302,2021-09-12 00:00:00.000,3547,2510,finished,4,
304,2021-09-13 00:00:00.000,1113,3564,finished,6,
305,2021-09-13 00:00:00.000,4121,2597,finished,7,
306,2021-09-14 00:00:00.000,3060,3452,finished,6,
307,2021-09-14 00:00:00.000,4838,1478,canceled,2,
308,2021-09-14 00:00:00.000,4503,4529,finished,1,
309,2021-09-14 00:00:00.000,3782,3142,finished,3,
310,2021-09-15 00:00:00.000,355,1060,finished,1,
312,2021-09-15 00:00:00.000,830,4528,canceled,7,
313,2021-09-15 00:00:00.000,3322,2765,finished,1,
314,2021-09-15 00:00:00.000,1853,3403,finished,1,
315,2021-09-15 00:00:00.000,4731,4241,finished,2,
317,2021-09-16 00:00:00.000,2654,2597,finished,1,
318,2021-09-16 00:00:00.000,4843,2327,finished,6,
319,2021-09-17 00:00:00.000,1417,398,finished,3,
320,2021-09-17 00:00:00.000,2749,1702,finished,1,
321,2021-09-17 00:00:00.000,4731,2499,finished,2,
326,2021-09-18 00:00:00.000,4910,1149,finished,7,
331,2021-09-19 00:00:00.000,1291,4247,finished,2,
333,2021-09-19 00:00:00.000,458,2353,finished,7,
335,2021-09-20 00:00:00.000,458,4447,finished,7,
337,2021-09-20 00:00:00.000,4838,634,finished,2,
338,2021-09-20 00:00:00.000,27,539,canceled,1,
340,2021-09-21 00:00:00.000,4124,4401,finished,3,
341,2021-09-21 00:00:00.000,1113,2374,finished,6,
342,2021-09-22 00:00:00.000,3025,3392,finished,1,
343,2021-09-22 00:00:00.000,3576,2516,finished,5,
348,2021-09-23 00:00:00.000,4832,312,finished,1,
349,2021-09-24 00:00:00.000,1449,22,finished,7,
351,2021-09-25 00:00:00.000,3143,1005,finished,1,
353,2021-09-25 00:00:00.000,4546,2208,canceled,6,
357,2021-09-26 00:00:00.000,170,832,finished,3,
358,2021-09-26 00:00:00.000,2283,3610,finished,4,
359,2021-09-27 00:00:00.000,4412,2683,finished,3,
362,2021-09-28 00:00:00.000,3886,3830,finished,6,
364,2021-09-29 00:00:00.000,4124,213,canceled,3,
365,2021-09-29 00:00:00.000,1228,4068,canceled,7,
367,2021-09-29 00:00:00.000,179,1275,finished,6,
369,2021-09-30 00:00:00.000,4121,3579,finished,7,
370,2021-09-30 00:00:00.000,2491,1846,finished,2,
371,2021-09-30 00:00:00.000,1398,1794,canceled,7,
372,2021-10-01 00:00:00.000,4731,3387,finished,2,
373,2021-10-01 00:00:00.000,3686,903,finished,2,
374,2021-10-01 00:00:00.000,3045,4328,finished,7,
375,2021-10-01 00:00:00.000,3588,3171,finished,2,
376,2021-10-02 00:00:00.000,3958,1125,finished,1,
379,2021-10-02 00:00:00.000,1932,3993,finished,3,
380,2021-10-02 00:00:00.000,2195,1915,finished,6,
382,2021-10-03 00:00:00.000,4249,1838,finished,7,
384,2021-10-04 00:00:00.000,2180,1771,canceled,6,
385,2021-10-04 00:00:00.000,3322,1956,finished,1,
388,2021-10-04 00:00:00.000,1239,2355,finished,6,
390,2021-10-04 00:00:00.000,4896,95,finished,6,
391,2021-10-05 00:00:00.000,4095,4093,finished,4,
392,2021-10-05 00:00:00.000,3302,1549,canceled,6,
394,2021-10-05 00:00:00.000,4249,3528,finished,7,
396,2021-10-06 00:00:00.000,4595,964,finished,1,
397,2021-10-06 00:00:00.000,560,2878,finished,6,
399,2021-10-06 00:00:00.000,985,1977,finished,2,
400,2021-10-07 00:00:00.000,3045,2510,finished,7,
402,2021-10-07 00:00:00.000,515,1078,finished,4,
403,2021-10-08 00:00:00.000,47,3162,finished,5,
404,2021-10-08 00:00:00.000,774,4195,finished,7,
406,2021-10-09 00:00:00.000,4249,2202,finished,7,
407,2021-10-09 00:00:00.000,2043,2068,canceled,5,
408,2021-10-09 00:00:00.000,1792,594,finished,6,
409,2021-10-09 00:00:00.000,1398,2671,finished,7,
410,2021-10-09 00:00:00.000,1124,173,finished,4,
411,2021-10-09 00:00:00.000,1492,4726,canceled,4,
412,2021-10-09 00:00:00.000,901,4371,finished,1,
413,2021-10-10 00:00:00.000,2491,1961,finished,2,
414,2021-10-10 00:00:00.000,2262,1933,finished,3,
415,2021-10-10 00:00:00.000,4647,1424,finished,1,
418,2021-10-11 00:00:00.000,4812,100,finished,2,
419,2021-10-11 00:00:00.000,2557,3987,finished,2,
420,2021-10-11 00:00:00.000,4856,3272,finished,1,
421,2021-10-11 00:00:00.000,4830,1581,finished,5,
422,2021-10-12 00:00:00.000,4764,3685,finished,1,
424,2021-10-12 00:00:00.000,47,3939,finished,5,
425,2021-10-12 00:00:00.000,645,3682,finished,2,
428,2021-10-13 00:00:00.000,1296,1838,finished,6,
430,2021-10-13 00:00:00.000,4824,3272,finished,6,
433,2021-10-14 00:00:00.000,1375,3392,finished,6,
435,2021-10-15 00:00:00.000,1239,672,finished,6,
436,2021-10-15 00:00:00.000,2973,670,finished,4,
438,2021-10-15 00:00:00.000,3005,4383,finished,4,
439,2021-10-15 00:00:00.000,4164,4128,finished,7,
440,2021-10-15 00:00:00.000,2491,3596,finished,2,
442,2021-10-16 00:00:00.000,2244,3596,finished,6,
444,2021-10-16 00:00:00.000,3580,4093,finished,2,
445,2021-10-16 00:00:00.000,1299,3392,finished,4,
446,2021-10-17 00:00:00.000,3530,2396,finished,4,
448,2021-10-17 00:00:00.000,3782,612,finished,3,
449,2021-10-17 00:00:00.000,1449,1182,finished,7,
450,2021-10-17 00:00:00.000,1296,4317,finished,6,
451,2021-10-17 00:00:00.000,2269,2683,finished,3,
452,2021-10-17 00:00:00.000,1251,2992,finished,5,
453,2021-10-18 00:00:00.000,1251,50,finished,5,
454,2021-10-18 00:00:00.000,2456,4335,finished,3,
455,2021-10-18 00:00:00.000,4832,4096,canceled,1,
456,2021-10-18 00:00:00.000,1417,4982,canceled,3,
458,2021-10-19 00:00:00.000,3047,131,finished,5,
459,2021-10-19 00:00:00.000,2557,1244,finished,2,
461,2021-10-19 00:00:00.000,2180,4754,finished,6,
464,2021-10-19 00:00:00.000,1109,875,canceled,3,
466,2021-10-20 00:00:00.000,2098,139,finished,2,
469,2021-10-20 00:00:00.000,1475,1076,finished,2,
470,2021-10-21 00:00:00.000,2654,2424,finished,1,
473,2021-10-21 00:00:00.000,2137,1302,finished,2,
475,2021-10-21 00:00:00.000,4830,2917,finished,5,
477,2021-10-22 00:00:00.000,1417,3177,finished,3,
478,2021-10-22 00:00:00.000,2134,1919,finished,1,
481,2021-10-23 00:00:00.000,2747,1525,finished,5,
484,2021-10-24 00:00:00.000,355,1078,finished,1,
485,2021-10-24 00:00:00.000,2491,1455,finished,2,
487,2021-10-24 00:00:00.000,4546,3151,finished,6,
489,2021-10-25 00:00:00.000,4811,3528,finished,2,
490,2021-10-25 00:00:00.000,3212,1726,finished,7,
491,2021-10-25 00:00:00.000,4843,309,finished,6,
494,2021-10-25 00:00:00.000,1242,2094,finished,3,
495,2021-10-26 00:00:00.000,3363,1489,finished,1,
496,2021-10-26 00:00:00.000,2330,3812,finished,2,
497,2021-10-26 00:00:00.000,508,278,finished,2,
505,2021-10-27 00:00:00.000,4832,1489,finished,1,
508,2021-10-27 00:00:00.000,3143,3844,finished,1,
509,2021-10-27 00:00:00.000,1754,998,finished,1,
510,2021-10-28 00:00:00.000,1712,4007,canceled,3,
511,2021-10-28 00:00:00.000,636,1082,finished,6,
512,2021-10-28 00:00:00.000,4576,2726,canceled,2,
514,2021-10-29 00:00:00.000,27,866,finished,1,
515,2021-10-29 00:00:00.000,748,670,finished,7,
517,2021-10-29 00:00:00.000,1526,3526,canceled,5,
518,2021-10-29 00:00:00.000,4764,2510,canceled,1,
519,2021-10-29 00:00:00.000,2623,4708,finished,4,
520,2021-10-29 00:00:00.000,4412,2027,finished,3,
521,2021-10-29 00:00:00.000,3777,758,finished,3,
523,2021-10-30 00:00:00.000,1715,4139,finished,5,
525,2021-10-30 00:00:00.000,742,3070,finished,5,
526,2021-10-30 00:00:00.000,26,2750,finished,7,
527,2021-10-30 00:00:00.000,2243,4096,finished,1,
530,2021-10-31 00:00:00.000,4001,1789,finished,6,
531,2021-10-31 00:00:00.000,2749,2917,finished,1,
535,2021-11-01 00:00:00.000,1469,2765,finished,2,
536,2021-11-01 00:00:00.000,1023,4145,finished,6,
537,2021-11-01 00:00:00.000,3045,944,canceled,7,
538,2021-11-02 00:00:00.000,1475,974,finished,2,
539,2021-11-02 00:00:00.000,4910,2784,finished,7,
540,2021-11-03 00:00:00.000,4910,680,finished,7,
541,2021-11-04 00:00:00.000,2262,3162,finished,3,
542,2021-11-04 00:00:00.000,4608,1952,canceled,1,
544,2021-11-04 00:00:00.000,3883,1315,canceled,2,
545,2021-11-04 00:00:00.000,608,3993,finished,2,
546,2021-11-04 00:00:00.000,4164,992,finished,7,
549,2021-11-04 00:00:00.000,1483,4982,finished,3,
551,2021-11-05 00:00:00.000,1110,3945,finished,2,
554,2021-11-05 00:00:00.000,221,2511,finished,1,
556,2021-11-05 00:00:00.000,3005,4590,canceled,4,
559,2021-11-05 00:00:00.000,2137,3162,finished,2,
560,2021-11-06 00:00:00.000,4546,3658,finished,6,
561,2021-11-06 00:00:00.000,3284,3327,finished,2,
563,2021-11-06 00:00:00.000,1469,4165,finished,2,
564,2021-11-06 00:00:00.000,1384,2418,finished,3,
565,2021-11-07 00:00:00.000,3580,1094,finished,2,
566,2021-11-07 00:00:00.000,3724,2611,canceled,1,
567,2021-11-07 00:00:00.000,2747,3426,finished,5,
568,2021-11-07 00:00:00.000,3154,330,finished,2,
570,2021-11-07 00:00:00.000,249,3138,finished,6,
572,2021-11-07 00:00:00.000,2995,2247,finished,1,
573,2021-11-07 00:00:00.000,4203,2424,finished,1,
575,2021-11-08 00:00:00.000,830,4544,finished,7,
576,2021-11-08 00:00:00.000,2456,902,finished,3,
577,2021-11-08 00:00:00.000,2747,3651,finished,5,
579,2021-11-08 00:00:00.000,571,4470,finished,5,
581,2021-11-08 00:00:00.000,2037,1005,finished,7,
584,2021-11-08 00:00:00.000,606,2917,finished,1,
585,2021-11-08 00:00:00.000,3031,2396,finished,6,
586,2021-11-09 00:00:00.000,4920,4305,finished,1,
589,2021-11-10 00:00:00.000,3493,1807,canceled,3,
591,2021-11-10 00:00:00.000,3284,1534,finished,2,
593,2021-11-10 00:00:00.000,4835,4561,finished,1,
595,2021-11-11 00:00:00.000,3958,3995,canceled,1,
596,2021-11-11 00:00:00.000,2534,2847,canceled,2,
598,2021-11-12 00:00:00.000,3025,2676,finished,1,
599,2021-11-12 00:00:00.000,2842,2611,finished,2,
600,2021-11-12 00:00:00.000,3066,247,finished,3,
602,2021-11-12 00:00:00.000,2571,1879,canceled,7,
605,2021-11-13 00:00:00.000,4103,2153,finished,6,
606,2021-11-13 00:00:00.000,310,436,finished,6,
607,2021-11-13 00:00:00.000,4249,2441,finished,7,
609,2021-11-13 00:00:00.000,1001,3340,canceled,6,
610,2021-11-13 00:00:00.000,1737,2788,finished,6,
611,2021-11-13 00:00:00.000,1420,4572,finished,2,
612,2021-11-14 00:00:00.000,2887,4526,finished,5,
615,2021-11-15 00:00:00.000,1417,4972,canceled,3,
621,2021-11-16 00:00:00.000,2887,311,finished,5,
622,2021-11-16 00:00:00.000,688,2433,canceled,6,
626,2021-11-16 00:00:00.000,636,4288,finished,6,
627,2021-11-16 00:00:00.000,3040,718,finished,5,
629,2021-11-16 00:00:00.000,3257,1869,finished,5,
631,2021-11-17 00:00:00.000,3383,3042,finished,3,
632,2021-11-17 00:00:00.000,2016,3131,finished,5,
633,2021-11-17 00:00:00.000,3302,396,finished,6,
634,2021-11-17 00:00:00.000,4764,1080,canceled,1,
635,2021-11-17 00:00:00.000,515,1861,finished,4,
637,2021-11-17 00:00:00.000,3734,3311,finished,2,
638,2021-11-17 00:00:00.000,3066,3596,finished,3,
639,2021-11-17 00:00:00.000,3227,3741,finished,6,
640,2021-11-18 00:00:00.000,912,1764,finished,5,
641,2021-11-18 00:00:00.000,3045,4018,finished,7,
642,2021-11-18 00:00:00.000,2016,161,finished,5,
643,2021-11-18 00:00:00.000,233,1009,finished,2,
644,2021-11-18 00:00:00.000,2048,1306,finished,7,
646,2021-11-19 00:00:00.000,4320,1961,finished,7,
647,2021-11-19 00:00:00.000,2181,306,finished,2,
650,2021-11-19 00:00:00.000,4739,4052,finished,1,
651,2021-11-19 00:00:00.000,2571,1280,canceled,7,
655,2021-11-19 00:00:00.000,3363,2507,canceled,1,
658,2021-11-20 00:00:00.000,802,357,finished,1,
659,2021-11-20 00:00:00.000,3733,938,finished,4,
660,2021-11-20 00:00:00.000,2491,431,finished,2,
662,2021-11-20 00:00:00.000,4546,3446,canceled,6,
664,2021-11-20 00:00:00.000,3886,3388,finished,6,
665,2021-11-21 00:00:00.000,4835,2924,finished,1,
666,2021-11-21 00:00:00.000,4896,4944,canceled,6,
669,2021-11-21 00:00:00.000,4358,44,finished,2,
670,2021-11-21 00:00:00.000,3580,1144,finished,2,
672,2021-11-21 00:00:00.000,4835,2600,finished,1,
673,2021-11-21 00:00:00.000,4868,1267,finished,4,
676,2021-11-22 00:00:00.000,4976,3365,finished,2,
679,2021-11-22 00:00:00.000,3588,4563,canceled,2,
681,2021-11-22 00:00:00.000,3530,909,finished,4,
683,2021-11-22 00:00:00.000,26,3340,canceled,7,
686,2021-11-22 00:00:00.000,4124,342,canceled,3,
687,2021-11-22 00:00:00.000,4471,2115,finished,4,
689,2021-11-23 00:00:00.000,1291,1076,finished,2,
691,2021-11-23 00:00:00.000,2933,2024,finished,2,
693,2021-11-24 00:00:00.000,4111,2669,finished,1,
697,2021-11-24 00:00:00.000,2244,2162,finished,6,
699,2021-11-24 00:00:00.000,1266,237,finished,3,
700,2021-11-24 00:00:00.000,1296,545,finished,6,
701,2021-11-24 00:00:00.000,1932,1961,canceled,3,
702,2021-11-25 00:00:00.000,3749,4768,finished,4,
703,2021-11-25 00:00:00.000,2105,4401,finished,7,
704,2021-11-25 00:00:00.000,1563,3730,finished,7,
705,2021-11-25 00:00:00.000,2622,1977,finished,4,
708,2021-11-25 00:00:00.000,4595,1943,finished,1,
709,2021-11-25 00:00:00.000,4304,2691,finished,2,
711,2021-11-26 00:00:00.000,4000,2355,finished,7,
715,2021-11-26 00:00:00.000,4920,480,finished,1,
720,2021-11-27 00:00:00.000,1332,3944,finished,5,
722,2021-11-27 00:00:00.000,3396,3919,finished,1,
723,2021-11-27 00:00:00.000,2933,1581,finished,2,
726,2021-11-28 00:00:00.000,1384,1611,canceled,3,
727,2021-11-28 00:00:00.000,2181,3042,finished,2,
730,2021-11-28 00:00:00.000,4647,3796,finished,1,
732,2021-11-29 00:00:00.000,728,1922,finished,3,
733,2021-11-29 00:00:00.000,3787,2404,canceled,1,
735,2021-11-29 00:00:00.000,4101,398,canceled,1,
739,2021-11-30 00:00:00.000,165,3481,finished,7,
741,2021-11-30 00:00:00.000,54,4858,finished,3,
743,2021-11-30 00:00:00.000,1872,2327,finished,1,
745,2021-12-01 00:00:00.000,4796,2552,finished,3,
747,2021-12-01 00:00:00.000,3402,1777,finished,7,
748,2021-12-01 00:00:00.000,2098,1908,finished,2,
751,2021-12-01 00:00:00.000,2084,1391,finished,1,
752,2021-12-01 00:00:00.000,2269,3589,finished,3,
753,2021-12-01 00:00:00.000,2494,3028,finished,2,
754,2021-12-01 00:00:00.000,2933,1536,finished,2,
755,2021-12-02 00:00:00.000,2048,2277,finished,7,
756,2021-12-02 00:00:00.000,1261,809,finished,3,
759,2021-12-02 00:00:00.000,3102,1140,finished,5,
762,2021-12-02 00:00:00.000,3363,3740,finished,1,
763,2021-12-02 00:00:00.000,560,4394,finished,6,
765,2021-12-02 00:00:00.000,4595,4700,finished,1,
766,2021-12-03 00:00:00.000,3782,1782,finished,3,
767,2021-12-03 00:00:00.000,2973,422,finished,4,
769,2021-12-03 00:00:00.000,3212,2507,finished,7,
770,2021-12-03 00:00:00.000,56,3716,finished,7,
771,2021-12-03 00:00:00.000,3714,44,finished,7,
772,2021-12-03 00:00:00.000,1420,1714,finished,2,
777,2021-12-04 00:00:00.000,3733,3160,finished,4,
783,2021-12-05 00:00:00.000,3108,4543,canceled,5,
784,2021-12-05 00:00:00.000,985,4815,finished,2,
785,2021-12-05 00:00:00.000,2623,277,finished,4,
786,2021-12-05 00:00:00.000,1449,1076,finished,7,
788,2021-12-05 00:00:00.000,4234,4325,canceled,1,
789,2021-12-05 00:00:00.000,1113,833,canceled,6,
790,2021-12-05 00:00:00.000,2557,3061,finished,2,
791,2021-12-06 00:00:00.000,3941,2552,finished,4,
792,2021-12-06 00:00:00.000,2148,278,canceled,1,
793,2021-12-06 00:00:00.000,2011,2676,finished,3,
794,2021-12-06 00:00:00.000,3257,485,finished,5,
795,2021-12-06 00:00:00.000,1759,2178,finished,6,
796,2021-12-06 00:00:00.000,1932,3726,finished,3,
797,2021-12-07 00:00:00.000,2842,4106,canceled,2,
798,2021-12-07 00:00:00.000,56,3542,canceled,7,
799,2021-12-07 00:00:00.000,1291,1693,finished,2,
800,2021-12-07 00:00:00.000,1384,1782,finished,3,
