"user_id","reg_date","role","region_id"
149,2021-05-04 00:00:00.000,mentee,10
150,2021-01-18 00:00:00.000,mentee,4
151,2022-02-15 00:00:00.000,mentee,2
152,2021-10-07 00:00:00.000,mentee,1
153,2021-03-13 00:00:00.000,mentee,1
154,2022-05-22 00:00:00.000,mentee,1
155,2021-06-09 00:00:00.000,mentee,1
159,2021-09-15 00:00:00.000,mentee,2
160,2021-10-14 00:00:00.000,mentee,1
161,2021-07-16 00:00:00.000,mentee,1
163,2021-03-19 00:00:00.000,mentee,6
167,2021-11-29 00:00:00.000,mentee,4
169,2022-08-20 00:00:00.000,mentee,3
172,2021-12-02 00:00:00.000,mentee,7
173,2021-02-09 00:00:00.000,mentee,1
175,2022-04-14 00:00:00.000,mentee,1
176,2021-03-09 00:00:00.000,mentee,1
181,2021-08-13 00:00:00.000,mentee,1
184,2022-02-09 00:00:00.000,mentee,7
186,2022-04-26 00:00:00.000,mentee,1
188,2022-06-10 00:00:00.000,mentee,1
189,2022-08-19 00:00:00.000,mentee,6
190,2022-02-24 00:00:00.000,mentee,7
193,2022-07-12 00:00:00.000,mentee,7
194,2022-04-17 00:00:00.000,mentee,3
195,2021-01-16 00:00:00.000,mentee,3
198,2021-08-22 00:00:00.000,mentee,2
199,2022-04-23 00:00:00.000,mentee,1
201,2021-03-30 00:00:00.000,mentee,4
204,2021-10-24 00:00:00.000,mentee,1
205,2021-12-12 00:00:00.000,mentee,3
206,2021-04-05 00:00:00.000,mentee,13
207,2022-01-02 00:00:00.000,mentee,1
211,2021-04-23 00:00:00.000,mentee,1
213,2021-01-08 00:00:00.000,mentee,2
215,2021-06-01 00:00:00.000,mentee,3
216,2021-01-30 00:00:00.000,mentee,4
217,2022-08-30 00:00:00.000,mentee,2
218,2021-11-13 00:00:00.000,mentee,7
222,2021-06-09 00:00:00.000,mentee,10
223,2021-05-17 00:00:00.000,mentee,3
224,2021-08-15 00:00:00.000,mentee,1
225,2021-06-11 00:00:00.000,mentee,4
226,2021-11-29 00:00:00.000,mentee,0
227,2022-07-11 00:00:00.000,mentee,1
232,2021-09-14 00:00:00.000,mentee,1
234,2022-09-15 00:00:00.000,mentee,4
236,2021-08-02 00:00:00.000,mentee,7
237,2021-03-27 00:00:00.000,mentee,1
239,2021-06-12 00:00:00.000,mentee,4
240,2022-04-23 00:00:00.000,mentee,1
241,2022-09-05 00:00:00.000,mentee,4
245,2021-06-18 00:00:00.000,mentee,1
247,2021-04-26 00:00:00.000,mentee,1
250,2021-11-04 00:00:00.000,mentee,1
251,2022-09-12 00:00:00.000,mentee,1
252,2022-01-06 00:00:00.000,mentee,10
255,2021-07-11 00:00:00.000,mentee,1
257,2021-12-07 00:00:00.000,mentee,5
259,2021-12-22 00:00:00.000,mentee,5
261,2021-12-25 00:00:00.000,mentee,1
264,2021-10-08 00:00:00.000,mentee,1
265,2021-05-04 00:00:00.000,mentee,6
266,2022-03-04 00:00:00.000,mentee,1
267,2022-02-23 00:00:00.000,mentee,1
268,2021-12-20 00:00:00.000,mentee,5
276,2022-01-26 00:00:00.000,mentee,1
277,2021-05-31 00:00:00.000,mentee,9
278,2021-06-15 00:00:00.000,mentee,5
282,2022-09-04 00:00:00.000,mentee,0
283,2022-04-15 00:00:00.000,mentee,1
284,2022-05-08 00:00:00.000,mentee,1
285,2022-09-10 00:00:00.000,mentee,2
286,2021-04-17 00:00:00.000,mentee,2
287,2021-01-24 00:00:00.000,mentee,1
288,2021-10-07 00:00:00.000,mentee,3
291,2021-10-14 00:00:00.000,mentee,5
293,2022-06-20 00:00:00.000,mentee,8
295,2021-12-29 00:00:00.000,mentee,1
297,2022-09-13 00:00:00.000,mentee,1
299,2021-04-09 00:00:00.000,mentee,2
302,2021-08-18 00:00:00.000,mentee,2
304,2022-05-15 00:00:00.000,mentee,6
306,2021-10-14 00:00:00.000,mentee,5
308,2022-05-02 00:00:00.000,mentee,1
309,2021-06-18 00:00:00.000,mentee,6
311,2021-07-25 00:00:00.000,mentee,0
312,2021-01-23 00:00:00.000,mentee,4
313,2022-04-07 00:00:00.000,mentee,4
316,2021-11-07 00:00:00.000,mentee,3
317,2021-08-14 00:00:00.000,mentee,1
318,2021-03-21 00:00:00.000,mentee,1
320,2021-10-26 00:00:00.000,mentee,1
322,2021-03-30 00:00:00.000,mentee,1
324,2021-07-13 00:00:00.000,mentee,3
326,2021-12-10 00:00:00.000,mentee,2
329,2022-07-27 00:00:00.000,mentee,5
330,2021-03-20 00:00:00.000,mentee,2
332,2021-02-25 00:00:00.000,mentee,8
336,2022-07-28 00:00:00.000,mentee,1
339,2021-09-08 00:00:00.000,mentee,8
340,2022-01-27 00:00:00.000,mentee,0
341,2022-07-09 00:00:00.000,mentee,3
342,2021-04-02 00:00:00.000,mentee,1
343,2022-07-05 00:00:00.000,mentee,1
347,2022-03-15 00:00:00.000,mentee,9
351,2022-03-30 00:00:00.000,mentee,1
352,2022-06-20 00:00:00.000,mentee,1
354,2021-08-06 00:00:00.000,mentee,1
356,2021-09-27 00:00:00.000,mentee,7
357,2021-03-06 00:00:00.000,mentee,5
358,2022-06-28 00:00:00.000,mentee,1
360,2021-03-31 00:00:00.000,mentee,1
361,2022-06-26 00:00:00.000,mentee,5
364,2021-02-26 00:00:00.000,mentee,4
365,2021-04-28 00:00:00.000,mentee,6
366,2021-12-05 00:00:00.000,mentee,1
369,2021-01-24 00:00:00.000,mentee,5
374,2021-08-11 00:00:00.000,mentee,1
375,2021-10-10 00:00:00.000,mentee,1
378,2021-03-15 00:00:00.000,mentee,3
382,2022-08-03 00:00:00.000,mentee,1
383,2022-01-12 00:00:00.000,mentee,1
384,2022-01-03 00:00:00.000,mentee,1
385,2022-08-15 00:00:00.000,mentee,4
386,2021-01-25 00:00:00.000,mentee,4
388,2021-12-21 00:00:00.000,mentee,1
390,2021-01-01 00:00:00.000,mentee,5
393,2021-12-19 00:00:00.000,mentee,2
394,2021-05-29 00:00:00.000,mentee,5
396,2021-08-16 00:00:00.000,mentee,1
397,2022-06-30 00:00:00.000,mentee,1
398,2021-06-10 00:00:00.000,mentee,1
400,2021-02-02 00:00:00.000,mentee,1
401,2021-01-29 00:00:00.000,mentee,1
402,2022-03-13 00:00:00.000,mentee,5
403,2021-03-19 00:00:00.000,mentee,1
404,2021-08-05 00:00:00.000,mentee,3
405,2021-04-12 00:00:00.000,mentee,3
406,2022-04-01 00:00:00.000,mentee,2
409,2021-02-06 00:00:00.000,mentee,7
411,2021-09-17 00:00:00.000,mentee,0
412,2021-07-26 00:00:00.000,mentee,8
414,2022-02-13 00:00:00.000,mentee,7
415,2022-07-28 00:00:00.000,mentee,1
417,2021-01-05 00:00:00.000,mentee,3
418,2021-02-28 00:00:00.000,mentee,3
419,2021-08-22 00:00:00.000,mentee,1
422,2021-02-01 00:00:00.000,mentee,1
425,2022-02-12 00:00:00.000,mentee,1
426,2022-03-17 00:00:00.000,mentee,1
427,2021-01-22 00:00:00.000,mentee,0
429,2021-01-22 00:00:00.000,mentee,1
430,2021-08-12 00:00:00.000,mentee,1
431,2021-11-08 00:00:00.000,mentee,1
433,2021-06-22 00:00:00.000,mentee,1
434,2021-08-31 00:00:00.000,mentee,1
436,2021-04-24 00:00:00.000,mentee,1
439,2022-09-06 00:00:00.000,mentee,7
441,2021-09-02 00:00:00.000,mentee,3
444,2021-10-23 00:00:00.000,mentee,9
445,2022-08-27 00:00:00.000,mentee,1
449,2022-08-25 00:00:00.000,mentee,1
450,2022-04-12 00:00:00.000,mentee,2
452,2022-06-16 00:00:00.000,mentee,10
454,2021-01-10 00:00:00.000,mentee,1
456,2022-02-26 00:00:00.000,mentee,1
457,2021-09-30 00:00:00.000,mentee,2
461,2021-12-05 00:00:00.000,mentee,2
464,2022-06-23 00:00:00.000,mentee,3
466,2021-11-04 00:00:00.000,mentee,1
467,2021-03-05 00:00:00.000,mentee,8
471,2022-02-24 00:00:00.000,mentee,1
473,2022-02-10 00:00:00.000,mentee,1
474,2022-03-18 00:00:00.000,mentee,1
479,2022-03-06 00:00:00.000,mentee,1
480,2021-10-11 00:00:00.000,mentee,7
484,2021-06-25 00:00:00.000,mentee,7
485,2021-11-05 00:00:00.000,mentee,4
486,2022-05-20 00:00:00.000,mentee,5
487,2022-01-09 00:00:00.000,mentee,0
489,2021-07-16 00:00:00.000,mentee,7
492,2021-12-18 00:00:00.000,mentee,4
493,2021-11-01 00:00:00.000,mentee,1
495,2021-04-24 00:00:00.000,mentee,4
496,2021-05-12 00:00:00.000,mentee,2
497,2021-01-24 00:00:00.000,mentee,1
499,2022-09-02 00:00:00.000,mentee,9
500,2021-03-11 00:00:00.000,mentee,2
501,2021-06-16 00:00:00.000,mentee,1
502,2021-10-25 00:00:00.000,mentee,3
505,2022-06-28 00:00:00.000,mentee,4
509,2022-02-11 00:00:00.000,mentee,4
510,2021-08-28 00:00:00.000,mentee,1
520,2021-03-31 00:00:00.000,mentee,1
523,2021-10-14 00:00:00.000,mentee,2
526,2022-06-13 00:00:00.000,mentee,2
530,2021-03-26 00:00:00.000,mentee,4
532,2021-05-14 00:00:00.000,mentee,3
535,2022-06-18 00:00:00.000,mentee,4
536,2021-08-23 00:00:00.000,mentee,1
537,2022-08-18 00:00:00.000,mentee,8
539,2021-07-04 00:00:00.000,mentee,4
541,2022-01-15 00:00:00.000,mentee,1
542,2022-03-08 00:00:00.000,mentee,2
543,2021-11-11 00:00:00.000,mentee,0
544,2021-12-17 00:00:00.000,mentee,4
545,2021-03-05 00:00:00.000,mentee,1
546,2021-06-27 00:00:00.000,mentee,0
550,2022-08-15 00:00:00.000,mentee,3
554,2021-10-29 00:00:00.000,mentee,1
559,2021-11-10 00:00:00.000,mentee,3
562,2021-04-24 00:00:00.000,mentee,1
564,2021-03-04 00:00:00.000,mentee,3
565,2021-05-02 00:00:00.000,mentee,1
568,2021-12-02 00:00:00.000,mentee,2
569,2022-07-11 00:00:00.000,mentee,2
570,2022-02-25 00:00:00.000,mentee,15
574,2022-03-16 00:00:00.000,mentee,1
577,2022-08-13 00:00:00.000,mentee,1
578,2021-09-15 00:00:00.000,mentee,5
584,2021-08-27 00:00:00.000,mentee,6
585,2022-03-21 00:00:00.000,mentee,1
588,2021-07-23 00:00:00.000,mentee,6
590,2022-05-03 00:00:00.000,mentee,2
591,2021-05-07 00:00:00.000,mentee,1
592,2021-12-27 00:00:00.000,mentee,1
594,2021-10-09 00:00:00.000,mentee,4
596,2021-08-07 00:00:00.000,mentee,5
599,2021-02-19 00:00:00.000,mentee,1
600,2021-04-21 00:00:00.000,mentee,0
601,2021-08-29 00:00:00.000,mentee,6
602,2022-06-21 00:00:00.000,mentee,1
605,2021-02-25 00:00:00.000,mentee,3
607,2021-05-13 00:00:00.000,mentee,0
609,2022-07-30 00:00:00.000,mentee,8
610,2021-12-17 00:00:00.000,mentee,1
611,2021-08-02 00:00:00.000,mentee,4
612,2021-05-15 00:00:00.000,mentee,6
616,2021-10-29 00:00:00.000,mentee,1
620,2021-03-26 00:00:00.000,mentee,1
624,2021-10-19 00:00:00.000,mentee,1
626,2022-01-01 00:00:00.000,mentee,1
631,2021-11-29 00:00:00.000,mentee,1
632,2022-07-09 00:00:00.000,mentee,9
633,2022-07-04 00:00:00.000,mentee,3
634,2021-05-22 00:00:00.000,mentee,2
638,2021-03-30 00:00:00.000,mentee,1
641,2022-03-04 00:00:00.000,mentee,3
642,2022-06-10 00:00:00.000,mentee,1
643,2021-02-28 00:00:00.000,mentee,2
646,2021-08-19 00:00:00.000,mentee,4
647,2021-02-11 00:00:00.000,mentee,1
651,2021-11-02 00:00:00.000,mentee,0
654,2022-04-25 00:00:00.000,mentee,1
655,2022-01-04 00:00:00.000,mentee,3
657,2021-11-25 00:00:00.000,mentee,6
662,2022-06-07 00:00:00.000,mentee,7
663,2021-12-07 00:00:00.000,mentee,1
664,2021-05-13 00:00:00.000,mentee,11
666,2021-02-06 00:00:00.000,mentee,2
667,2021-07-09 00:00:00.000,mentee,3
670,2021-04-04 00:00:00.000,mentee,2
672,2021-10-08 00:00:00.000,mentee,5
673,2021-01-28 00:00:00.000,mentee,4
676,2021-05-24 00:00:00.000,mentee,1
677,2022-07-06 00:00:00.000,mentee,1
679,2022-01-24 00:00:00.000,mentee,1
680,2021-03-12 00:00:00.000,mentee,2
682,2021-02-13 00:00:00.000,mentee,4
684,2021-02-24 00:00:00.000,mentee,6
686,2021-10-25 00:00:00.000,mentee,1
687,2022-02-03 00:00:00.000,mentee,1
689,2021-10-15 00:00:00.000,mentee,6
690,2021-11-22 00:00:00.000,mentee,10
691,2022-06-16 00:00:00.000,mentee,1
693,2022-07-12 00:00:00.000,mentee,0
694,2022-09-09 00:00:00.000,mentee,3
696,2021-09-17 00:00:00.000,mentee,6
698,2022-01-15 00:00:00.000,mentee,4
700,2021-08-17 00:00:00.000,mentee,0
702,2022-01-27 00:00:00.000,mentee,2
703,2022-04-14 00:00:00.000,mentee,1
707,2021-11-12 00:00:00.000,mentee,7
711,2022-04-27 00:00:00.000,mentee,3
712,2022-05-20 00:00:00.000,mentee,8
713,2021-04-19 00:00:00.000,mentee,1
715,2021-03-04 00:00:00.000,mentee,7
716,2022-04-27 00:00:00.000,mentee,1
717,2021-01-28 00:00:00.000,mentee,1
718,2021-10-23 00:00:00.000,mentee,1
719,2021-10-05 00:00:00.000,mentee,1
720,2022-01-27 00:00:00.000,mentee,1
722,2021-02-25 00:00:00.000,mentee,1
724,2022-07-15 00:00:00.000,mentee,9
725,2022-06-09 00:00:00.000,mentee,8
727,2021-07-24 00:00:00.000,mentee,5
730,2022-08-03 00:00:00.000,mentee,5
733,2021-02-07 00:00:00.000,mentee,1
734,2021-11-20 00:00:00.000,mentee,11
735,2022-03-08 00:00:00.000,mentee,5
737,2021-05-07 00:00:00.000,mentee,1
740,2021-09-12 00:00:00.000,mentee,1
744,2022-05-10 00:00:00.000,mentee,8
746,2021-12-15 00:00:00.000,mentee,1
749,2021-11-03 00:00:00.000,mentee,7
751,2021-01-20 00:00:00.000,mentee,2
752,2021-11-20 00:00:00.000,mentee,6
753,2022-06-30 00:00:00.000,mentee,4
755,2021-03-17 00:00:00.000,mentee,1
756,2022-08-30 00:00:00.000,mentee,6
757,2022-08-07 00:00:00.000,mentee,4
758,2021-10-06 00:00:00.000,mentee,4
759,2022-03-22 00:00:00.000,mentee,1
765,2022-01-06 00:00:00.000,mentee,8
766,2022-03-10 00:00:00.000,mentee,6
770,2022-09-06 00:00:00.000,mentee,1
771,2022-02-24 00:00:00.000,mentee,5
777,2021-11-11 00:00:00.000,mentee,3
783,2021-07-08 00:00:00.000,mentee,0
789,2021-03-02 00:00:00.000,mentee,3
790,2021-05-19 00:00:00.000,mentee,6
791,2021-10-05 00:00:00.000,mentee,2
793,2022-04-16 00:00:00.000,mentee,6
799,2021-10-06 00:00:00.000,mentee,1
801,2022-02-18 00:00:00.000,mentee,1
803,2022-08-05 00:00:00.000,mentee,1
804,2021-08-21 00:00:00.000,mentee,9
808,2022-05-18 00:00:00.000,mentee,1
809,2021-07-10 00:00:00.000,mentee,1
810,2022-02-25 00:00:00.000,mentee,3
812,2021-09-14 00:00:00.000,mentee,1
814,2021-09-20 00:00:00.000,mentee,3
817,2022-07-10 00:00:00.000,mentee,5
823,2021-04-14 00:00:00.000,mentee,1
824,2022-08-19 00:00:00.000,mentee,1
825,2022-03-06 00:00:00.000,mentee,2
826,2022-09-01 00:00:00.000,mentee,15
832,2021-05-08 00:00:00.000,mentee,0
833,2021-05-22 00:00:00.000,mentee,0
835,2022-08-19 00:00:00.000,mentee,0
840,2022-03-09 00:00:00.000,mentee,1
841,2022-06-06 00:00:00.000,mentee,3
842,2022-05-15 00:00:00.000,mentee,3
844,2022-03-23 00:00:00.000,mentee,4
847,2021-03-25 00:00:00.000,mentee,1
849,2022-04-26 00:00:00.000,mentee,1
850,2022-07-18 00:00:00.000,mentee,5
851,2021-11-11 00:00:00.000,mentee,1
855,2021-11-04 00:00:00.000,mentee,0
860,2022-02-12 00:00:00.000,mentee,2
866,2021-03-11 00:00:00.000,mentee,4
867,2022-07-02 00:00:00.000,mentee,2
868,2021-04-14 00:00:00.000,mentee,1
872,2021-12-08 00:00:00.000,mentee,1
874,2022-09-04 00:00:00.000,mentee,4
875,2021-09-11 00:00:00.000,mentee,9
882,2022-02-01 00:00:00.000,mentee,1
886,2021-05-03 00:00:00.000,mentee,6
891,2022-06-21 00:00:00.000,mentee,0
892,2022-01-06 00:00:00.000,mentee,8
894,2022-05-18 00:00:00.000,mentee,11
896,2022-02-16 00:00:00.000,mentee,5
897,2022-03-07 00:00:00.000,mentee,1
898,2022-05-09 00:00:00.000,mentee,6
899,2021-11-19 00:00:00.000,mentee,0
900,2021-12-09 00:00:00.000,mentee,1
902,2021-06-21 00:00:00.000,mentee,3
903,2021-06-24 00:00:00.000,mentee,2
904,2022-05-18 00:00:00.000,mentee,1
907,2022-08-11 00:00:00.000,mentee,3
908,2021-12-31 00:00:00.000,mentee,2
909,2021-07-15 00:00:00.000,mentee,2
911,2021-04-17 00:00:00.000,mentee,6
913,2022-09-07 00:00:00.000,mentee,3
914,2021-10-11 00:00:00.000,mentee,1
915,2022-01-06 00:00:00.000,mentee,1
916,2021-07-20 00:00:00.000,mentee,1
918,2022-05-03 00:00:00.000,mentee,0
920,2022-07-17 00:00:00.000,mentee,13
922,2022-02-11 00:00:00.000,mentee,2
923,2021-07-06 00:00:00.000,mentee,5
926,2021-11-26 00:00:00.000,mentee,7
927,2021-06-09 00:00:00.000,mentee,1
930,2021-08-28 00:00:00.000,mentee,2
932,2021-05-04 00:00:00.000,mentee,1
933,2021-05-06 00:00:00.000,mentee,1
934,2022-09-02 00:00:00.000,mentee,1
935,2021-04-22 00:00:00.000,mentee,6
937,2022-08-13 00:00:00.000,mentee,2
938,2021-07-20 00:00:00.000,mentee,1
939,2021-09-10 00:00:00.000,mentee,4
940,2022-04-13 00:00:00.000,mentee,3
941,2022-05-16 00:00:00.000,mentee,2
943,2021-06-14 00:00:00.000,mentee,1
944,2021-05-04 00:00:00.000,mentee,6
945,2022-09-07 00:00:00.000,mentee,1
947,2021-01-19 00:00:00.000,mentee,7
948,2022-08-05 00:00:00.000,mentee,1
949,2021-07-28 00:00:00.000,mentee,6
951,2022-06-27 00:00:00.000,mentee,1
957,2022-02-10 00:00:00.000,mentee,1
958,2021-05-04 00:00:00.000,mentee,1
960,2021-12-04 00:00:00.000,mentee,1
963,2022-02-24 00:00:00.000,mentee,11
964,2021-02-28 00:00:00.000,mentee,7
965,2021-10-29 00:00:00.000,mentee,1
967,2021-05-03 00:00:00.000,mentee,7
968,2021-06-20 00:00:00.000,mentee,2
969,2021-09-27 00:00:00.000,mentee,1
970,2022-05-06 00:00:00.000,mentee,1
971,2021-04-21 00:00:00.000,mentee,9
972,2022-06-19 00:00:00.000,mentee,1
973,2021-07-19 00:00:00.000,mentee,4
974,2021-04-08 00:00:00.000,mentee,1
975,2022-08-25 00:00:00.000,mentee,1
976,2021-12-05 00:00:00.000,mentee,1
980,2021-09-01 00:00:00.000,mentee,1
981,2021-04-21 00:00:00.000,mentee,1
982,2021-12-05 00:00:00.000,mentee,4
983,2022-08-20 00:00:00.000,mentee,0
984,2022-01-30 00:00:00.000,mentee,5
986,2022-01-25 00:00:00.000,mentee,1
988,2022-01-04 00:00:00.000,mentee,0
989,2021-10-09 00:00:00.000,mentee,5
990,2021-11-17 00:00:00.000,mentee,1
992,2021-06-08 00:00:00.000,mentee,2
994,2021-11-25 00:00:00.000,mentee,7
998,2021-05-02 00:00:00.000,mentee,3
1000,2021-08-20 00:00:00.000,mentee,1
1004,2021-07-01 00:00:00.000,mentee,2
1005,2021-08-06 00:00:00.000,mentee,2
1006,2021-08-02 00:00:00.000,mentee,3
1007,2021-07-15 00:00:00.000,mentee,3
1009,2021-10-28 00:00:00.000,mentee,10
1010,2021-04-26 00:00:00.000,mentee,10
1011,2022-07-07 00:00:00.000,mentee,2
1013,2021-05-02 00:00:00.000,mentee,1
1016,2021-06-08 00:00:00.000,mentee,6
1017,2022-04-20 00:00:00.000,mentee,2
1018,2021-02-02 00:00:00.000,mentee,3
1020,2021-01-03 00:00:00.000,mentee,5
1022,2022-03-21 00:00:00.000,mentee,3
1024,2021-12-03 00:00:00.000,mentee,7
1025,2021-12-31 00:00:00.000,mentee,2
1026,2021-01-27 00:00:00.000,mentee,1
1028,2021-02-03 00:00:00.000,mentee,3
1031,2022-09-11 00:00:00.000,mentee,1
1033,2022-06-23 00:00:00.000,mentee,2
1034,2022-03-23 00:00:00.000,mentee,0
1035,2022-01-13 00:00:00.000,mentee,1
1039,2021-10-04 00:00:00.000,mentee,1
1042,2021-06-03 00:00:00.000,mentee,5
1047,2021-09-17 00:00:00.000,mentee,1
1050,2022-03-30 00:00:00.000,mentee,4
1051,2022-04-06 00:00:00.000,mentee,0
1052,2021-12-05 00:00:00.000,mentee,0
1055,2022-05-18 00:00:00.000,mentee,5
1057,2021-11-03 00:00:00.000,mentee,1
1058,2021-09-25 00:00:00.000,mentee,6
1060,2021-06-23 00:00:00.000,mentee,8
1062,2022-03-27 00:00:00.000,mentee,7
1063,2022-01-28 00:00:00.000,mentee,11
1065,2022-04-22 00:00:00.000,mentee,1
1066,2021-03-05 00:00:00.000,mentee,2
1070,2022-01-12 00:00:00.000,mentee,8
1071,2022-03-25 00:00:00.000,mentee,5
1074,2022-06-06 00:00:00.000,mentee,1
1075,2021-04-21 00:00:00.000,mentee,2
1076,2021-03-16 00:00:00.000,mentee,6
1077,2021-10-17 00:00:00.000,mentee,1
1078,2021-07-10 00:00:00.000,mentee,7
1080,2021-10-15 00:00:00.000,mentee,0
1081,2021-01-31 00:00:00.000,mentee,7
1082,2021-07-26 00:00:00.000,mentee,3
1083,2021-05-09 00:00:00.000,mentee,7
1085,2021-03-04 00:00:00.000,mentee,1
1086,2022-07-22 00:00:00.000,mentee,1
1087,2021-04-22 00:00:00.000,mentee,3
1088,2021-06-25 00:00:00.000,mentee,1
1094,2021-09-11 00:00:00.000,mentee,1
1095,2021-01-13 00:00:00.000,mentee,3
1096,2022-01-11 00:00:00.000,mentee,1
1099,2021-11-04 00:00:00.000,mentee,4
1100,2022-05-02 00:00:00.000,mentee,2
1102,2022-03-01 00:00:00.000,mentee,1
1103,2021-08-10 00:00:00.000,mentee,1
1104,2022-03-25 00:00:00.000,mentee,9
1105,2022-06-04 00:00:00.000,mentee,1
1112,2021-09-15 00:00:00.000,mentee,1
1114,2022-03-17 00:00:00.000,mentee,7
1116,2022-07-04 00:00:00.000,mentee,7
1118,2022-04-14 00:00:00.000,mentee,1
1119,2022-05-09 00:00:00.000,mentee,12
1123,2021-05-09 00:00:00.000,mentee,5
1125,2021-02-07 00:00:00.000,mentee,4
1126,2021-09-24 00:00:00.000,mentee,4
1134,2022-02-10 00:00:00.000,mentee,10
1137,2022-06-29 00:00:00.000,mentee,7
1138,2022-05-23 00:00:00.000,mentee,6
1139,2021-06-26 00:00:00.000,mentee,1
1140,2021-09-19 00:00:00.000,mentee,1
1142,2021-08-23 00:00:00.000,mentee,1
1143,2021-09-04 00:00:00.000,mentee,3
1144,2021-03-23 00:00:00.000,mentee,4
1145,2021-12-10 00:00:00.000,mentee,1
1146,2021-10-03 00:00:00.000,mentee,1
1149,2021-09-06 00:00:00.000,mentee,1
1150,2021-01-20 00:00:00.000,mentee,8
1154,2022-04-28 00:00:00.000,mentee,0
1157,2022-02-08 00:00:00.000,mentee,6
1158,2021-09-15 00:00:00.000,mentee,0
1162,2022-01-15 00:00:00.000,mentee,8
1163,2021-04-14 00:00:00.000,mentee,1
1166,2022-03-21 00:00:00.000,mentee,5
1168,2022-04-01 00:00:00.000,mentee,7
1171,2021-12-01 00:00:00.000,mentee,1
1175,2022-01-27 00:00:00.000,mentee,4
1177,2021-05-11 00:00:00.000,mentee,3
1181,2022-05-24 00:00:00.000,mentee,5
1182,2021-01-22 00:00:00.000,mentee,3
1187,2021-08-14 00:00:00.000,mentee,1
1188,2022-05-01 00:00:00.000,mentee,1
1191,2021-03-11 00:00:00.000,mentee,6
1192,2021-04-11 00:00:00.000,mentee,4
1195,2021-04-14 00:00:00.000,mentee,1
1200,2021-08-19 00:00:00.000,mentee,4
1201,2022-06-30 00:00:00.000,mentee,1
1202,2021-05-17 00:00:00.000,mentee,6
